Entry	Protein names	Gene names
P60608	Endogenous retrovirus group FC1 member 1 Env polyprotein (Envelope polyprotein) (Fc2deltaenv) (HERV-F(c)2_7q36.2 provirus ancestral Env polyprotein) [Includes: Surface protein (SU); Truncated transmembrane protein (TM)]	ERVFC1-1
O00418	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	EEF2K
Q9BSW2	EF-hand calcium-binding domain-containing protein 4B (Calcium release-activated calcium channel regulator 2A) (CRAC channel regulator 2A) (Calcium release-activated channel regulator 2A)	CRACR2A EFCAB4B
Q9HAE3	EF-hand calcium-binding domain-containing protein 1	EFCAB1
Q8N7B9	EF-hand calcium-binding domain-containing protein 3	EFCAB3
Q5THR3	EF-hand calcium-binding domain-containing protein 6 (CAP-binding protein complex-interacting protein 1) (DJ-1-binding protein) (DJBP)	EFCAB6 DJBP KIAA1672
Q5JVL4	EF-hand domain-containing protein 1 (Myoclonin-1)	EFHC1
Q8WVE0	EEF1A lysine methyltransferase 1 (EC 2.1.1.-) (N(6)-adenine-specific DNA methyltransferase 2) (Protein-lysine N-methyltransferase N6AMT2)	EEF1AKMT1 N6AMT2
Q9BUP0	EF-hand domain-containing protein D1 (EF-hand domain-containing protein 1) (Swiprosin-2)	EFHD1 SWS2 PP3051
Q14156	Protein EFR3 homolog A (Protein EFR3-like)	EFR3A KIAA0143
P43897	Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)	TSFM
P49411	Elongation factor Tu, mitochondrial (EF-Tu) (P43)	TUFM
P18146	Early growth response protein 1 (EGR-1) (AT225) (Nerve growth factor-induced protein A) (NGFI-A) (Transcription factor ETR103) (Transcription factor Zif268) (Zinc finger protein 225) (Zinc finger protein Krox-24)	EGR1 KROX24 ZNF225
Q8NDI1	EH domain-binding protein 1	EHBP1 KIAA0903 NACSIN
Q06889	Early growth response protein 3 (EGR-3) (Zinc finger protein pilot)	EGR3 PILOT
Q05215	Early growth response protein 4 (EGR-4) (AT133)	EGR4
Q9NZN4	EH domain-containing protein 2 (PAST homolog 2)	EHD2 PAST2
Q9NZN3	EH domain-containing protein 3 (PAST homolog 3)	EHD3 EHD2 PAST3
Q9Y6B2	EP300-interacting inhibitor of differentiation 1 (21 kDa pRb-associated protein) (CREBBP/EP300 inhibitory protein 1) (E1A-like inhibitor of differentiation 1) (EID-1)	EID1 C15orf3 CRI1 RBP21 PNAS-22 PTD014
Q9NZC4	ETS homologous factor (hEHF) (ETS domain-containing transcription factor) (Epithelium-specific Ets transcription factor 3) (ESE-3)	EHF ESE3 ESE3B ESEJ
P55884	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)	EIF3B EIF3S9
O75822	Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35)	EIF3J EIF3S1 PRO0391
Q14152	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)	EIF3A EIF3S10 KIAA0139
Q53HC9	EARP-interacting protein (Endosome-associated recycling protein-interacting protein) (Tumor-suppressing STF cDNA 1 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein)	EIPR1 TSSC1
P19957	Elafin (Elastase-specific inhibitor) (ESI) (Peptidase inhibitor 3) (PI-3) (Protease inhibitor WAP3) (Skin-derived antileukoproteinase) (SKALP) (WAP four-disulfide core domain protein 14)	PI3 WAP3 WFDC14
P32519	ETS-related transcription factor Elf-1 (E74-like factor 1)	ELF1
P19419	ETS domain-containing protein Elk-1	ELK1
P41970	ETS domain-containing protein Elk-3 (ETS-related protein ERP) (ETS-related protein NET) (Serum response factor accessory protein 2) (SAP-2) (SRF accessory protein 2)	ELK3 NET SAP2
Q99607	ETS-related transcription factor Elf-4 (E74-like factor 4) (Myeloid Elf-1-like factor)	ELF4 ELFR MEF
Q9UKW6	ETS-related transcription factor Elf-5 (E74-like factor 5) (Epithelium-restricted ESE-1-related Ets factor) (Epithelium-specific Ets transcription factor 2) (ESE-2)	ELF5 ESE2
P08246	Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase)	ELANE ELA2
P0C7U0	Protein ELFN1 (Extracellular leucine-rich repeat and fibronectin type-III domain-containing protein 1) (Protein phosphatase 1 regulatory subunit 28)	ELFN1 PPP1R28
Q8N336	ELMO domain-containing protein 1	ELMOD1
Q8IXQ9	Electron transfer flavoprotein beta subunit lysine methyltransferase (EC 2.1.1.-) (ETFB lysine methyltransferase) (ETFB-KMT) (Protein N-lysine methyltransferase METTL20)	ETFBKMT C12orf72 METTL20
Q13868	Exosome complex component RRP4 (Exosome component 2) (Ribosomal RNA-processing protein 4)	EXOSC2 RRP4
Q8IYI6	Exocyst complex component 8 (Exocyst complex 84 kDa subunit)	EXOC8
Q9NQT4	Exosome complex component RRP46 (Chronic myelogenous leukemia tumor antigen 28) (Exosome component 5) (Ribosomal RNA-processing protein 46) (p12B)	EXOSC5 CML28 RRP46
Q8NEV8	Exophilin-5 (Synaptotagmin-like protein homolog lacking C2 domains b) (SlaC2-b) (Slp homolog lacking C2 domains b)	EXPH5 KIAA0624 SLAC2B
Q5RKV6	Exosome complex component MTR3 (Exosome component 6) (mRNA transport regulator 3 homolog) (hMtr3) (p11)	EXOSC6 MTR3
O43909	Exostosin-like 3 (EC 2.4.1.223) (EXT-related protein 1) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Hereditary multiple exostoses gene isolog) (Multiple exostosis-like protein 3) (Putative tumor suppressor protein EXTL3)	EXTL3 EXTL1L EXTR1 KIAA0519
Q93063	Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2) (Putative tumor suppressor protein EXT2)	EXT2
P00488	Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)	F13A1 F13A
Q96MY7	Protein FAM161B	FAM161B C14orf44
Q969W3	Protein FAM104A	FAM104A
Q5T1H1	Protein eyes shut homolog (Epidermal growth factor-like protein 10) (EGF-like protein 10) (Epidermal growth factor-like protein 11) (EGF-like protein 11) (Protein spacemaker homolog)	EYS C6orf178 C6orf179 C6orf180 EGFL10 EGFL11 SPAM UNQ9424/PRO34591
Q6UXB0	Protein FAM131A	FAM131A C3orf40 UNQ715/PRO1378
A8MTA8	Protein FAM166B	FAM166B
O75949	Transmembrane protein FAM155B (Protein TED) (Transmembrane protein 28)	FAM155B TED TMEM28
Q9Y6X4	Soluble lamin-associated protein of 75 kDa (SLAP75) (Protein FAM169A)	FAM169A KIAA0888
Q70Z53	Protein FRA10AC1	FRA10AC1 C10orf4 PRO2972
Q8N128	Protein FAM177A1	FAM177A1 C14orf24
A6PVY3	Protein FAM177B	FAM177B
Q8IXR5	Protein FAM178B	FAM178B HSPC234
Q6P0A1	Protein FAM180B	FAM180B
A6NEQ2	Protein FAM181B	FAM181B
Q8WUF8	Protein FAM172A	FAM172A C5orf21
Q6ZSG2	Protein FAM196A	FAM196A C10orf141
Q9NSI2	Protein FAM207A	FAM207A C21orf70 PRED56
Q9UFP1	Protein FAM198A	FAM198A C3orf41
Q5JX71	Protein FAM209A	FAM209A C20orf106
Q5JX69	Protein FAM209B	FAM209B C20orf107
Q7Z5A9	Protein FAM19A1 (Chemokine-like protein TAFA-1)	FAM19A1 TAFA1
Q8N3H0	Protein FAM19A2 (Chemokine-like protein TAFA-2)	FAM19A2 TAFA2
A6H8Z2	Protein FAM221B	FAM221B C9orf128
Q5U5X8	Protein FAM222A	FAM222A C12orf34
Q9BRX8	Redox-regulatory protein FAM213A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM)	FAM213A C10orf58 PAMM PRO2290 PSEC0139 UNQ611/PRO1198
A0A1B0GVK7	Protein FAM240A	FAM240A
Q86W67	Protein FAM228A	FAM228A C2orf84
Q8TCP9	Protein FAM200A	FAM200A C7orf38
Q5SY85	Protein FAM201A	FAM201A C9orf122
Q9H8W3	Protein FAM204A	FAM204A C10orf84
Q6ZU69	Protein FAM205A	FAM205A C9orf144B
Q9Y5M1	Uncharacterized protein FAM215A (Apoptosis-related protein 2) (APR-2)	FAM215A APR2 C17orf88
Q8N7L0	Protein FAM216B	FAM216B C13orf30
Q9H0X4	Protein FAM234A (Protein ITFG3)	FAM234A C16orf9 ITFG3
Q5VUD6	Protein FAM69B	FAM69B C9orf136 PP6977
Q8NE31	Protein FAM13C	FAM13C FAM13C1
Q8TC56	Protein FAM71B	FAM71B HSD-51 HSD51
Q8NEG0	Protein FAM71C	FAM71C
Q14153	Protein FAM53B (Protein simplet)	FAM53B KIAA0140 SMP
Q8TBF8	Protein FAM81A	FAM81A
Q6L9T8	Protein FAM72D (Gastric cancer up-regulated protein 2)	FAM72D GCUD2
Q86UY5	Protein FAM83A (Tumor antigen BJ-TSA-9) (Tumor-specific gene expressed in prostate protein)	FAM83A TSGP
Q5T0W9	Protein FAM83B	FAM83B C6orf143
Q5JUQ0	Protein FAM78A	FAM78A C9orf59
Q9H4H8	Protein FAM83D (Spindle protein CHICA)	FAM83D C20orf129
Q2M2I3	Protein FAM83E	FAM83E
Q8NEG4	Protein FAM83F	FAM83F
Q6GMR7	Fatty-acid amide hydrolase 2 (EC 3.5.1.99) (Amidase domain-containing protein) (Anandamide amidohydrolase 2) (Oleamide hydrolase 2)	FAAH2 AMDD
Q9NVL1	Protein FAM86C1 (EC 2.1.1.-) (Protein FAM86C)	FAM86C1 FAM86C
P0C7U9	Protein FAM87A	FAM87A
Q96GI7	Protein FAM89A	FAM89A C1orf153
Q9UBU6	Protein FAM8A1 (Autosomal highly conserved protein)	FAM8A1 AHCP
Q16877	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4 (6PF-2-K/Fru-2,6-P2ase 4) (PFK/FBPase 4) (6PF-2-K/Fru-2,6-P2ase testis-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]	PFKFB4
O15540	Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)	FABP7 BLBP FABPB MRG
P05413	Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)	FABP3 FABP11 MDGI
P15090	Fatty acid-binding protein, adipocyte (Adipocyte lipid-binding protein) (ALBP) (Adipocyte-type fatty acid-binding protein) (A-FABP) (AFABP) (Fatty acid-binding protein 4)	FABP4
Q96K12	Fatty acyl-CoA reductase 2 (EC 1.2.1.84) (Male sterility domain-containing protein 1)	FAR2 MLSTD1
O60427	Fatty acid desaturase 1 (EC 1.14.19.-) (Delta(5) fatty acid desaturase) (D5D) (Delta(5) desaturase) (Delta-5 desaturase)	FADS1 FADSD5
Q9BTP7	Fanconi anemia core complex-associated protein 24 (Fanconi anemia-associated protein of 24 kDa)	FAAP24 C19orf40
Q9NPI8	Fanconi anemia group F protein (Protein FACF)	FANCF
Q9Y4F1	FERM, ARHGEF and pleckstrin domain-containing protein 1 (Chondrocyte-derived ezrin-like protein) (FERM, RhoGEF and pleckstrin domain-containing protein 1) (Pleckstrin homology domain-containing family C member 2) (PH domain-containing family C member 2)	FARP1 CDEP PLEKHC2
Q92636	Protein FAN (Factor associated with neutral sphingomyelinase activation) (Factor associated with N-SMase activation)	NSMAF FAN
Q6V0I7	Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	FAT4 CDHF14 FATJ Nbla00548
Q8WUP2	Filamin-binding LIM protein 1 (FBLP-1) (Migfilin) (Mitogen-inducible 2-interacting protein) (MIG2-interacting protein)	FBLIM1 FBLP1
Q53RD9	Fibulin-7 (FIBL-7)	FBLN7 TM14
P35555	Fibrillin-1 [Cleaved into: Asprosin]	FBN1 FBN
Q9UK99	F-box only protein 3	FBXO3 FBX3
Q5T0N5	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)	FNBP1L C1orf39 TOCA1
Q4G163	F-box only protein 43 (Endogenous meiotic inhibitor 2)	FBXO43 EMI2
Q9NVF7	F-box only protein 28	FBXO28 CENP-30 KIAA0483
Q8WWV6	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor (Fc alpha/mu receptor) (CD antigen CD351)	FCAMR FKSG87
Q969P5	F-box only protein 32 (Atrogin-1) (Muscle atrophy F-box protein) (MAFbx)	FBXO32
Q86XK2	F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1) (VIT-1)	FBXO11 FBX11 PRMT9 VIT1 UG063H01
Q01362	High affinity immunoglobulin epsilon receptor subunit beta (FcERI) (Fc epsilon receptor I beta-chain) (IgE Fc receptor subunit beta) (Membrane-spanning 4-domains subfamily A member 2)	MS4A2 APY FCER1B IGER
P55899	IgG receptor FcRn large subunit p51 (FcRn) (IgG Fc fragment receptor transporter alpha chain) (Neonatal Fc receptor)	FCGRT FCRN
Q969U6	F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5)	FBXW5 FBW5 PP3971
O14526	F-BAR domain only protein 1	FCHO1 KIAA0290
Q13630	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1)	TSTA3 SDR4E1
P31994	Low affinity immunoglobulin gamma Fc region receptor II-b (IgG Fc receptor II-b) (CDw32) (Fc-gamma RII-b) (Fc-gamma-RIIb) (FcRII-b) (CD antigen CD32)	FCGR2B CD32 FCG2 IGFR2
P31995	Low affinity immunoglobulin gamma Fc region receptor II-c (IgG Fc receptor II-c) (CDw32) (Fc-gamma RII-c) (Fc-gamma-RIIc) (FcRII-c) (CD antigen CD32)	FCGR2C CD32 FCG2 IGFR2
O75015	Low affinity immunoglobulin gamma Fc region receptor III-B (Fc-gamma RIII-beta) (Fc-gamma RIII) (Fc-gamma RIIIb) (FcRIII) (FcRIIIb) (FcR-10) (IgG Fc receptor III-1) (CD antigen CD16b)	FCGR3B CD16B FCG3 FCGR3 IGFR3
Q96M78	Putative uncharacterized protein encoded by FER1L6-AS2 (FER1L6 antisense RNA 2) (FER1L6 antisense gene protein 2)	FER1L6-AS2 C8orf78
Q8NFU4	Follicular dendritic cell secreted peptide (FDC secreted protein) (FDC-SP)	FDCSP C4orf7 UNQ733/PRO1419
Q15485	Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35)	FCN2 FCNL
O75636	Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (Hakata antigen)	FCN3 FCNH HAKA1
Q6UWR7	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 (E-NPP 6) (NPP-6) (EC 3.1.4.-) (EC 3.1.4.38) (Choline-specific glycerophosphodiester phosphodiesterase) (Glycerophosphocholine cholinephosphodiesterase) (GPC-Cpde)	ENPP6 UNQ1889/PRO4334
Q14264	Endogenous retrovirus group 3 member 1 Env polyprotein (ERV-3 envelope protein) (ERV3 envelope protein) (ERV3-1 envelope protein) (Envelope polyprotein) (HERV-R envelope protein) (ERV-R envelope protein) (HERV-R_7q21.2 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]	ERV3-1 ERV3
Q9Y5L3	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)	ENTPD2 CD39L1
O75355	Ectonucleoside triphosphate diphosphohydrolase 3 (NTPDase 3) (EC 3.6.1.5) (CD39 antigen-like 3) (Ecto-ATP diphosphohydrolase 3) (Ecto-ATPDase 3) (Ecto-ATPase 3) (Ecto-apyrase 3) (HB6)	ENTPD3 CD39L3
Q14236	Early lymphoid activation gene protein (DIAPH2 antisense RNA 1) (DIAPH2 antisense gene protein 1)	DIAPH2-AS1 EPAG
Q9NQZ7	Ectonucleoside triphosphate diphosphohydrolase 7 (NTPDase 7) (EC 3.6.1.-) (Lysosomal apyrase-like protein 1)	ENTPD7 LALP1
Q9H2F5	Enhancer of polycomb homolog 1	EPC1
B3EWF7	Laforin, isoform 9	EPM2A
P54753	Ephrin type-B receptor 3 (EC 2.7.10.1) (EPH-like tyrosine kinase 2) (EPH-like kinase 2) (Embryonic kinase 2) (EK2) (hEK2) (Tyrosine-protein kinase TYRO6)	EPHB3 ETK2 HEK2 TYRO6
Q9H6B9	Epoxide hydrolase 3 (EH3) (EC 3.3.2.10) (Abhydrolase domain-containing protein 9)	EPHX3 ABHD9
O14944	Proepiregulin [Cleaved into: Epiregulin (EPR)]	EREG
P15170	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog)	GSPT1 ERF3A
O43731	ER lumen protein-retaining receptor 3 (KDEL endoplasmic reticulum protein retention receptor 3) (KDEL receptor 3)	KDELR3
O76062	Delta(14)-sterol reductase (Delta-14-SR) (EC 1.3.1.70) (Another new gene 1 protein) (C-14 sterol reductase) (Putative sterol reductase SR-1) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2)	TM7SF2 ANG1
Q2NKX8	DNA excision repair protein ERCC-6-like (EC 3.6.4.12) (ATP-dependent helicase ERCC6-like) (PLK1-interacting checkpoint helicase) (Tumor antigen BJ-HCC-15)	ERCC6L PICH
Q9UKR5	Probable ergosterol biosynthetic protein 28	ERG28 C14orf1 AD-011 HSPC288 x0006
O43414	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)	ERI3 PINT1 PRNPIP PRNPIP1
Q5RHP9	Glutamate-rich protein 3	ERICH3 C1orf173
A6NGS2	Glutamate-rich protein 4	ERICH4 C19orf69
Q96DZ1	Endoplasmic reticulum lectin 1 (ER lectin) (Erlectin) (XTP3-transactivated gene B protein)	ERLEC1 C2orf30 XTP3TPB UNQ1878/PRO4321
Q76MJ5	Serine/threonine-protein kinase/endoribonuclease IRE2 (Endoplasmic reticulum-to-nucleus signaling 2) (Inositol-requiring protein 2) (hIRE2p) (Ire1-beta) (IRE1b) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]	ERN2 IRE2
P62508	Estrogen-related receptor gamma (ERR gamma-2) (Estrogen receptor-related protein 3) (Nuclear receptor subfamily 3 group B member 3)	ESRRG ERR3 ERRG2 KIAA0832 NR3B3
Q9UJM3	ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein) (MIG-6)	ERRFI1 MIG6
Q5FWF5	N-acetyltransferase ESCO1 (EC 2.3.1.-) (CTF7 homolog 1) (Establishment factor-like protein 1) (EFO1p) (hEFO1) (Establishment of cohesion 1 homolog 1) (ECO1 homolog 1) (ESO1 homolog 1)	ESCO1 EFO1 KIAA1911
Q9NQ30	Endothelial cell-specific molecule 1 (ESM-1)	ESM1
Q9H6T0	Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B)	ESRP2 RBM35B PP7059
P03372	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1
P10768	S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase D) (Methylumbelliferyl-acetate deacetylase) (EC 3.1.1.56)	ESD
Q9BZE7	UPF0193 protein EVG1	C22orf23
Q9H8M9	Protein eva-1 homolog A (Protein FAM176A) (Transmembrane protein 166)	EVA1A FAM176A TMEM166 SP24
P15036	Protein C-ets-2	ETS2
Q03828	Homeobox even-skipped homolog protein 2 (EVX-2)	EVX2
Q17RC7	Exocyst complex component 3-like protein 4	EXOC3L4 C14orf73
Q96KP1	Exocyst complex component 2 (Exocyst complex component Sec5)	EXOC2 SEC5 SEC5L1
Q9H790	Exonuclease V (Exo V) (hExo5) (EC 3.1.-.-) (Defects in morphology protein 1 homolog)	EXO5 C1orf176 DEM1
Q9Y3B2	Exosome complex component CSL4 (Exosome component 1)	EXOSC1 CSL4 CGI-108
Q15024	Exosome complex component RRP42 (Exosome component 7) (Ribosomal RNA-processing protein 42) (p8)	EXOSC7 KIAA0116 RRP42
P15311	Ezrin (Cytovillin) (Villin-2) (p81)	EZR VIL2
Q96C01	Protein FAM136A	FAM136A
O95677	Eyes absent homolog 4 (EC 3.1.3.48)	EYA4
Q05DH4	Protein FAM160A1	FAM160A1
Q96BN6	Protein FAM149B1	FAM149B1 KIAA0974
P0C2L3	Protein FAM163B	FAM163B C9orf166
Q6J272	Protein FAM166A	FAM166A HSD46
Q9UHL3	Protein FAM153A (Renal carcinoma antigen NY-REN-7)	FAM153A KIAA0752
Q96KS9	Protein FAM167A	FAM167A C8orf13
Q9BTA0	Protein FAM167B	FAM167B C1orf90
Q6SJ93	Protein FAM111B (Cancer-associated nucleoprotein)	FAM111B CANP
Q5T1J6	Protein FAM182A	FAM182A C20orf91
Q6P995	Protein FAM171B	FAM171B KIAA1946 NPD019
Q8N0U4	Protein FAM185A	FAM185A
Q17R55	Protein FAM187B (Transmembrane protein 162)	FAM187B TMEM162
O60320	Protein FAM189A1 (Transmembrane protein 228)	FAM189A1 KIAA0574 TMEM228
Q6P4D5	Protein FAM122C	FAM122C
Q8IWN6	Protein FAM223A (SPCX)	FAM223A CXorf52 LINC00204A NCRNA00204
A0A1B0GTK4	Protein FAM237A	FAM237A
A0A1B0GVZ2	Protein FAM240B	FAM240B
P0C875	Protein FAM228B	FAM228B
Q7L5A3	Protein FAM214B	FAM214B KIAA1539
Q96KN1	Protein FAM84B (Breast cancer membrane protein 101) (Protein NSE2)	FAM84B BCMP101 NSE2
P16930	Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)	FAH
Q8IVS2	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Mitochondrial malonyl CoA:ACP acyltransferase) (Mitochondrial malonyltransferase) ([Acyl-carrier-protein] malonyltransferase)	MCAT MT
P07148	Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)	FABP1 FABPL
P98073	Enteropeptidase (EC 3.4.21.9) (Enterokinase) (Serine protease 7) (Transmembrane protease serine 15) [Cleaved into: Enteropeptidase non-catalytic heavy chain; Enteropeptidase catalytic light chain]	TMPRSS15 ENTK PRSS7
O95208	Epsin-2 (EPS-15-interacting protein 2)	EPN2 KIAA1065
Q99645	Epiphycan (Dermatan sulfate proteoglycan 3) (Proteoglycan-Lb) (PG-Lb) (Small chondroitin/dermatan sulfate proteoglycan)	EPYC DSPG3 PGLB SLRR3B
Q14534	Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE)	SQLE ERG1
A1L162	Glutamate-rich protein 2	ERICH2
Q6P6B1	Glutamate-rich protein 5	ERICH5 C8orf47
Q7L0X2	Glutamate-rich protein 6 (Protein FAM194A)	ERICH6 C3orf44 FAM194A
P30040	Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 28) (ERp28) (Endoplasmic reticulum resident protein 31) (ERp31)	ERP29 C12orf8 ERP28
O95718	Steroid hormone receptor ERR2 (ERR beta-2) (Estrogen receptor-like 2) (Estrogen-related receptor beta) (ERR-beta) (Nuclear receptor subfamily 3 group B member 2)	ESRRB ERRB2 ESRL2 NR3B2
